Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Chip Globals,PLL,DLL
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.genblk1.cdc_WChan/wrGrayCounterP1/Primitives,7,6,0,0,0,0,0,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvCDC/genblk1.genblk1.cdc_WChan/wrGrayCounterP2/Primitives,6,6,0,0,0,0,0,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/Primitives,2,0,0,0,0,0,0,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,40,16,0,0,0,0,0,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4ReadID/genblk1.rdata_interleave_fifo/genblk1[0].ram/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/SlvConvertor_loop[0].slvcnv/slvProtConv/genblk1.u_SlvAxi4WriteID/genblk1.rdata_interleave_fifo/fifo_ctrl_inst/Primitives,40,16,0,0,0,0,0,0,0,0,0
Axi4Interconnect_0/Axi4Interconnect_0/arst_aclk_sync/Primitives,0,2,0,0,0,0,0,0,1,0,0
CCC_C0_0/CCC_C0_0/Primitives,0,0,0,0,0,0,0,0,1,1,0
COREJTAGDEBUG_0_0/COREJTAGDEBUG_0_0/Primitives,40,0,0,0,0,0,0,0,2,0,0
COREJTAGDEBUG_0_0/COREJTAGDEBUG_0_0/genblk2.genblk2[0].BUFD_TRST/Primitives,34,0,0,0,0,0,0,0,0,0,0
COREJTAGDEBUG_0_0/COREJTAGDEBUG_0_0/genblk3.genblk1.UJ_JTAG/BUFD_TDI/Primitives,34,0,0,0,0,0,0,0,0,0,0
COREJTAGDEBUG_0_0/COREJTAGDEBUG_0_0/genblk3.genblk1.UJ_JTAG/BUFD_TMS/Primitives,34,0,0,0,0,0,0,0,0,0,0
COREJTAGDEBUG_0_0/COREJTAGDEBUG_0_0/genblk3.genblk1.UJ_JTAG/Primitives,104,17,0,0,0,0,0,0,0,0,0
CoreGPIO_0_0/CoreGPIO_0_0/Primitives,3,4,0,0,0,0,0,0,0,0,0
DDR3_0_0/CCC_0/Primitives,0,0,0,0,0,0,0,0,1,1,0
DDR3_0_0/DDRPHY_BLK_0/IOD_A_11_0/Primitives,0,0,0,0,12,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_A_13/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_A_14/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_A_15/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_BA/Primitives,0,0,0,0,3,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_CAS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_CKE/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_CS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_ODT/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_RAS_N/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_RESET_N/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/LANE_CTRL/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/Primitives,3,133,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/Primitives,15,6,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[0].FIFO_BLK/ram_simple_dp/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/Primitives,0,6,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/LANE_ALIGNMENT/genblk1[1].FIFO_BLK/ram_simple_dp/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/Primitives,67,83,0,0,0,0,0,0,1,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/IOG_IF/APB_IOG_CTRL_SM/Primitives,21,17,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/IOG_IF/Primitives,29,29,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/Primitives,13,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/dq_align_dqs_optimization/Primitives,608,213,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[0].RDLVL_TRAIN/gate_training/Primitives,469,261,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[1].RDLVL_TRAIN/dq_align_dqs_optimization/Primitives,609,212,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/RDLVL/RDLVL_SMS/genblk1[1].RDLVL_TRAIN/gate_training/Primitives,470,261,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/TRN_COMPLETE/Primitives,15,9,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/VREF_TR/Primitives,6,5,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/WRLVL/wrlvl_instances[0].uWrlvl/Primitives,57,52,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/WRLVL/wrlvl_instances[1].uWrlvl/Primitives,60,52,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/delay_ctrl_instances[0].U_DELAY_CTRL/Primitives,15,10,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/LEVELLING/delay_ctrl_instances[1].U_DELAY_CTRL/Primitives,15,10,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/PHY_SIG_MOD/Primitives,642,274,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/Primitives,19,172,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/Primitives,0,6,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/Primitives,177,99,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/indly_indly_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/cmd_addr_trainer/outdly_outdly_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].dqsw_trainer/Primitives,191,61,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw270_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[0].u_dqsw_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].dqsw_trainer/Primitives,181,61,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw270_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk2[1].u_dqsw_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/genblk3[0].bclk_trainer/Primitives,69,50,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/noise_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/TRN_CLK/u_cmd_flags/transition_detect/Primitives,1,3,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/ddr4_vref_trainer/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/TIP_CTRL_BLK/u_write_callibrator/Primitives,192,78,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_TRAINING_0/COREDDR_TIP_INT_U/ddr_init_iterator/Primitives,40,29,0,0,0,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/IOD_WE_N/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_0_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DM/Primitives,0,0,0,0,1,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DQ/Primitives,0,0,0,0,8,0,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/LANE_1_IOD_DQS/Primitives,0,0,0,0,0,1,0,0,0,0,0
DDR3_0_0/DDRPHY_BLK_0/Primitives,0,1,0,0,3,1,0,0,1,0,0
DDR3_0_0/DLL_0/Primitives,0,0,0,0,0,0,0,0,0,0,1
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_2/MSC_i_3/MSC_i_4/MSC_i_5/Primitives,0,1,0,0,0,0,0,0,1,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_2/MSC_i_3/Primitives,401,88,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_2/Primitives,5,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_228/MSC_i_229/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_136/MSC_i_137/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_138/MSC_i_139/Primitives,1,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_140/Primitives,131,99,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_142/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_143/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_144/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_145/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_146/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_147/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_148/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_149/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_150/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_151/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_152/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_153/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_154/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_155/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_156/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_157/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_158/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_159/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_160/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_161/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_162/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_163/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_164/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_165/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_166/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_167/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_168/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_169/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_170/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_171/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_172/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_173/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_174/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_175/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_176/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/MSC_i_177/Primitives,0,1,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_141/Primitives,0,74,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_178/Primitives,0,55,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_179/Primitives,0,7,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_181/MSC_i_182/Primitives,0,2,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_184/Primitives,3,66,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_185/Primitives,106,73,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_186/MSC_i_187/Primitives,389,8,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_186/MSC_i_188/Primitives,103,48,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_186/MSC_i_189/Primitives,46,16,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_186/Primitives,138,47,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_190/Primitives,22,11,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_191/Primitives,1,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_192/Primitives,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_193/Primitives,113,57,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_194/Primitives,113,57,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_195/Primitives,130,57,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_196/Primitives,8,80,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_6/MSC_i_180/MSC_i_183/MSC_i_197/Primitives,106,73,0,0,0,0,0,0,0,0,0
